Boutton, Temps(sec)
Start,0
Introduction,2.093
A0,17.876
B_L0,37.046
C0,47.363
A1,53.787
B_L1,75.775
C1,89.448
A2,97.519
Error_1,129.913
Excuse,139.418
B_L2,154.045
C2,162.739
A3,169.062
B_L3,189.478
C3,199.107
A4,204.768
B_L4,225.213
C4,237.536
A5,249.079
Error_2,266.211
Excuse,274.249
B_R5,287.509
C5,300.394
A6,307.631
B_R6,327.251
C6,339.045
A7,346.6
Error_3,364.182
Excuse,371.958
B_L7,385.425
C7,399.197
Conclusion,404.531
