Boutton, Temps(sec)
Start,0
Introduction,3.262
A0,12.601
B_L0,33.501
C0,44.166
A1,53.356
B_L1,75.125
C1,83.294
A2,89.468
B_L2,108.169
C2,117.08
A3,125.405
B_R3,140.656
C3,149.761
A4,156.425
B_L4,176.143
C4,184.815
A5,192.614
B_L5,212.936
C5,222.751
A6,237.266
B_L6,255.767
C6,262.474
A7,268.959
B_L7,287.077
C7,298.032
C8,301.932
Conclusion,306.878
