Boutton, Temps(sec)
Start,0
Introduction,10.597
A0,23.3
B_R0,37.785
C0,48.757
A1,55.371
B_R1,72.849
C1,81.935
A2,89.879
B_L2,106.714
C2,116.839
A3,122.877
B_R3,138.327
C3,147.965
A4,154.212
B_L4,171.503
C4,179.927
A5,187.448
B_L5,210.813
C5,220.607
A6,227.874
B_R6,245.323
C6,255.321
A7,263.168
B_L7,283.132
C7,294.109
C8,301.275
Conclusion,307.688
