Boutton, Temps(sec)
Start,0
Introduction,2.822
A0,14.314
B_L0,30.541
C0,44.241
A1,50.408
B_L1,69.344
C1,82.878
A2,88.464
Error_1,107.636
Excuse,117.69
B_R2,130.698
C2,139.325
A3,147.273
B_L3,166.968
C3,176.51
A4,182.704
B_R4,201.216
C4,212.488
A5,221.126
Error_2,236.804
Excuse,245.692
B_L5,263.664
C5,276.52
A6,285.02
B_R6,304.475
C6,316.822
A7,326.908
Error_3,343.914
Excuse,353.998
B_L7,371.527
C7,385.037
Conclusion,391.866
