Boutton, Temps(sec)
Start,0
Introduction,3.318
A0,14.886
B_L0,35.86
C0,44.033
A1,49.702
B_R1,68.693
C1,77.552
A2,82.83
B_R2,106.443
C2,114.214
A3,120.414
B_R3,137.656
C3,147.03
A4,153.711
B_R4,170.662
C4,178.335
A5,185.995
B_R5,200.301
C5,211.151
A6,217.356
B_L6,233.684
C6,241.702
A7,249.103
B_R7,267.317
C7,276.587
Conclusion,281.545
