Boutton, Temps(sec)
Start,0
Introduction,3.555
A0,17.672
B_L0,39.533
C0,50.046
A1,60.023
B_R1,81.949
C1,97.698
A2,106.238
Error_1,122.702
Excuse,132.105
B_L2,144.484
C2,152.034
A3,161.764
B_R3,179.165
C3,187.869
A4,197.11
B_L4,212.311
C4,224.704
A5,231.371
Error_2,247.182
Excuse,255.742
B_L5,267.008
C5,280.232
A6,286.336
B_R6,306.144
C6,319.027
A7,326.51
Error_3,337.375
Excuse,345.703
B_L7,361.145
C7,374.53
Conclusion,380.444
