Boutton, Temps(sec)
Start,0
Introduction,2.618
A0,18.147
B_L0,34.747
C0,45.937
A1,52.147
B_L1,68.616
Excuse,92.917
B_R1,113.462
C1,124.089
A2,134.781
B_L2,153.049
C2,160.994
A3,168.013
B_R3,184.099
C3,192.521
A4,198.512
B_R4,215.509
C4,227.508
A5,236.577
Error_2,246.238
Excuse,253.328
B_R5,265.051
C5,276.931
A6,284.137
B_L6,301.262
C6,312.694
A7,318.344
Error_3,337.387
Excuse,345.735
B_R7,359.636
Excuse,372.364
B_R7,394.625
Excuse,408.223
B_L0,421.06
C7,433.224
Conclusion,438.017
