Boutton, Temps(sec)
Start,0
Introduction,4.262
A0,17.989
B_R0,36.466
C0,45.414
C1,60.063
A1,66.767
B_L1,84.279
C2,97.089
A2,103.521
Error_1,118.843
Excuse,127.997
B_L2,138.645
C3,146.915
A3,152.049
B_L3,170.647
C4,182.528
A4,193.687
B_R4,208.472
C5,221.775
A5,227.384
Error_2,242.432
Excuse,250.225
B_R5,262.889
C6,274.648
A6,282.468
B_R6,299.764
C7,312.656
A7,319.586
Error_3,359.947
Excuse,370.19
B_R7,379.631
Excuse,393.709
B_L7,414.719
C8,431.288
Conclusion,437.216
