Boutton, Temps(sec)
Start,0
Introduction,2.421
A0,14.163
B_R0,34.749
C0,44.456
A1,50.391
B_L1,67.837
C1,75.831
A2,84.119
B_L2,103.049
C2,112.27
A3,117.913
B_L3,138.634
C3,147.463
A4,153.836
B_L4,169.797
C4,181.187
A5,191.333
B_R5,204.499
C5,216.525
A6,222.877
B_L6,239.396
C6,246.303
A7,251.668
B_L7,269.105
C7,280.079
Conclusion,286.409
