Boutton, Temps(sec)
Start,0
Introduction,2.272
A0,13.667
B_L0,36.642
C0,45.794
A1,52.246
B_R1,72.725
C1,82.197
A2,88.672
B_R2,106.877
C2,114.786
A3,121.799
B_L3,140.046
C3,147.546
A4,152.778
B_L4,173.119
C4,180.873
A5,187.295
B_L5,203.542
C5,213.721
A6,219.262
B_L6,238.752
C6,246.796
A7,253.235
B_R7,270.036
C7,278.47
C8,285.873
Conclusion,294.484
