Boutton, Temps(sec)
Start,0
Introduction,3.703
A0,16.832
B_L0,40.766
C0,53.544
A1,62.05
B_L1,94.794
C1,109.556
A2,118.671
Error_1,145.433
Excuse,156.123
B_L2,170.165
C2,179.199
A3,186.036
B_R3,203.209
C3,212.702
A4,219.25
B_R4,236.385
C4,248.162
A5,257.164
Error_2,274.386
Excuse,282.158
B_R5,294.529
C5,306.313
A6,312.931
B_L6,341.053
C6,351.918
A7,359.194
Error_3,403.713
Excuse,413.04
B_R7,433.477
Excuse,449.1
B_R7,466.599
C7,481.247
C8,494.244
B_L0,511.764
Conclusion,521.617
