Boutton, Temps(sec)
Start,0
Introduction,3.961
A0,16.871
B_L0,62.103
C0,72.098
A1,79.23
B_R1,121.699
C1,133.691
A2,139.402
B_R2,193.217
C2,201.471
A3,208.944
B_L3,241.5
C3,251.052
A4,258.012
B_L4,306.647
C4,316.194
A5,322.883
B_R5,362.009
C5,374.149
A6,381.659
B_L6,407.666
C6,416.225
A7,424.001
B_R7,447.551
C7,457.277
C8,463.845
Conclusion,471.114
