Boutton, Temps(sec)
Start,0
Introduction,2.848
A0,14.556
B_L0,33.328
C0,43.611
A1,51.804
B_R1,69.925
C1,78.696
A2,83.296
B_R2,100.405
C2,108.623
A3,117.361
B_L3,129.254
C3,138.421
A4,149.876
B_L4,163.852
C4,171.32
A5,178.937
B_L5,198.014
C5,208.013
A6,213.098
B_R6,231.245
C6,244.579
A7,254.283
B_R7,271.228
C7,280.278
C8,286.715
Conclusion,289.71
