Boutton, Temps(sec)
Start,0
Introduction,3.484
A0,15.998
B_R0,43.726
C0,55.922
A1,62.201
B_L1,85.657
Excuse,104.66
B_L1,122.135
C1,135.424
A2,141.075
Error_1,156.722
Excuse,166.032
B_R2,179.907
C2,188.509
A3,193.449
B_R3,216.921
C3,226.183
A4,231.652
B_L4,249.744
C4,264.304
A5,272.968
Error_2,286.213
Excuse,294.145
B_L5,306.141
C5,320.136
A6,327.003
B_R6,347.586
C6,362.794
A7,369.268
Error_3,384.394
Excuse,392.623
B_L7,405.184
C7,418.424
Conclusion,424.645
