Boutton, Temps(sec)
Start,0
Introduction,2.67
A0,15.14
B_R0,33.928
C0,46.985
A1,53.364
B_L1,74.71
C1,89.25
A2,96.496
Error_1,117.312
Excuse,126.863
B_R2,139.966
C2,148.77
A3,155.579
B_L3,177.023
C3,186.075
A4,192.796
B_R4,211.807
C4,223.638
A5,231.713
Error_2,247.769
Excuse,254.735
B_R5,265.922
C5,277.693
A6,282.784
B_R6,304.69
C6,317.001
A7,323.245
Error_3,339.551
Excuse,347.194
B_L7,360.121
C7,373.152
C8,379.565
Conclusion,385.171
